"account_id","open_date","statement_frequency","district_name","num_customers","credit_cards","loan_amount","loan_payments","loan_term","loan_status","loan_default","loan","max_withdrawal","min_withdrawal","cc_payments","max_balance","min_balance"
"257",1995-11-05,"monthly","Praha - zapad",1,0,NA,NA,NA,NA,NA,"F",14166,3816.7,83,136264,900
"258",1997-07-09,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",3737,3737,37,38349,900
"259",1993-10-28,"monthly","Benesov",1,0,NA,NA,NA,NA,NA,"F",2857,297,122,37228,600
"260",1995-10-14,"monthly","Karlovy Vary",2,0,NA,NA,NA,NA,NA,"F",5247,5247,92,56754,600
"261",1996-10-07,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",2182,371,57,26402,200
"262",1996-01-27,"monthly","Prerov",1,0,NA,NA,NA,NA,NA,"F",NA,NA,11,23400,200
"263",1997-01-03,"weekly","Zlin",1,0,NA,NA,NA,NA,NA,"F",6145,6145,65,135863,1100
"264",1996-02-09,"monthly","Cesky Krumlov",1,1,NA,NA,NA,NA,NA,"F",3307,3307,92,44212,900
"265",1996-07-05,"monthly","Prachatice",2,0,NA,NA,NA,NA,NA,"F",2900,2900,61,28571,600
"266",1994-05-11,"monthly","Pardubice",1,0,NA,NA,NA,NA,NA,"F",4975.2,4975.2,114,137653,400
"267",1995-04-26,"monthly","Louny",2,1,NA,NA,NA,NA,NA,"F",3074,3074,85,30016,500
"268",1996-05-29,"monthly","Beroun",1,1,NA,NA,NA,NA,NA,"F",3121,3121,65,124186,500
"269",1996-08-30,"monthly","Beroun",1,0,NA,NA,NA,NA,NA,"F",1690,456,72,43387,700
"270",1995-01-23,"monthly","Plzen - jih",2,0,NA,NA,NA,NA,NA,"F",5462,5462,96,116900,1100
"271",1996-08-13,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",1535,1535,59,62743,400
"272",1996-10-23,"monthly","Praha - zapad",1,1,NA,NA,NA,NA,NA,"F",7454,7454,53,57855,1100
"273",1993-07-11,"after every transaction","Karlovy Vary",1,1,NA,NA,NA,NA,NA,"F",5965,178,162,62747,700
"274",1993-08-20,"monthly","Sumperk",1,0,NA,NA,NA,NA,NA,"F",9886,9886,132,68094,300
"275",1996-01-02,"monthly","Rokycany",1,0,NA,NA,NA,NA,NA,"F",2062,198,73,22668,800
"276",1997-12-08,"monthly","Louny",1,0,160920,4470,36,"current","F","T",5212,4470.5,27,74906,700
"277",1994-05-01,"after every transaction","Ceska Lipa",1,0,NA,NA,NA,NA,NA,"F",2682.3,2682.3,137,142646,500
"278",1996-04-08,"monthly","Opava",1,0,NA,NA,NA,NA,NA,"F",3362,676,67,97478,700
"279",1993-04-14,"monthly","Most",2,0,NA,NA,NA,NA,NA,"F",1380,624,133,32821,400
"280",1993-01-23,"monthly","Klatovy",1,1,NA,NA,NA,NA,NA,"F",4694,957,159,69718,300
"281",1996-10-27,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",5578,5578,70,72297,900
"282",1997-05-12,"monthly","Jesenik",2,0,NA,NA,NA,NA,NA,"F",7531,802,39,69350,200
"283",1996-04-18,"monthly","Chrudim",1,0,NA,NA,NA,NA,NA,"F",2802,2802,61,30907,800
"284",1997-07-18,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",5629,5629,39,66377,900
"285",1995-05-08,"monthly","Pelhrimov",2,0,NA,NA,NA,NA,NA,"F",667,667,91,105299,600
"286",1996-03-27,"monthly","Novy Jicin",2,0,NA,NA,NA,NA,NA,"F",9848,9848,68,74623,300
"287",1993-10-27,"monthly","Jindrichuv Hradec",1,0,NA,NA,NA,NA,NA,"F",1572,772,121,27025,600
"288",1995-03-18,"monthly","Klatovy",1,0,NA,NA,NA,NA,NA,"F",3257,207,87,37478,900
"289",1994-03-17,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",5745,2621,117,69171,300
"290",1993-12-02,"monthly","Breclav",1,0,123696,2577,48,"expired","F","T",3274,2577,160,144053,300
"291",1997-06-08,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",12925,62,67,168515,7419
"292",1997-02-26,"monthly","Semily",2,0,NA,NA,NA,NA,NA,"F",1986,1986,43,29120,400
"293",1997-05-04,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",1636,845,43,50469,600
"294",1997-01-05,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",5842,145,49,79589,700
"295",1997-11-23,"monthly","Zdar nad Sazavou",1,1,NA,NA,NA,NA,NA,"F",6992,6992,27,64950,200
"296",1996-02-14,"monthly","Semily",1,0,NA,NA,NA,NA,NA,"F",2646,2646,75,24955,300
"297",1996-09-08,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",NA,NA,99,65624,200
"298",1997-12-02,"monthly","Jablonec n. Nisou",2,0,NA,NA,NA,NA,NA,"F",NA,NA,30,46829,1100
"299",1993-04-05,"monthly","Vsetin",1,0,NA,NA,NA,NA,NA,"F",NA,NA,181,154088,600
"300",1993-06-23,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",1628,1628,130,76942,400
"301",1995-09-10,"monthly","Prostejov",2,0,NA,NA,NA,NA,NA,"F",1950,1950,75,24988,300
"302",1996-05-09,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",3236,3236,65,37845,6438
"303",1996-07-25,"monthly","Novy Jicin",1,0,112752,3132,36,"current","F","T",3803,3132,62,72230,900
"304",1997-03-20,"monthly","Kladno",1,0,NA,NA,NA,NA,NA,"F",14367,14367,43,95914,700
"305",1996-10-18,"monthly","Chomutov",1,1,NA,NA,NA,NA,NA,"F",2953,2953,49,23264,200
"306",1993-06-08,"monthly","Jindrichuv Hradec",1,0,NA,NA,NA,NA,NA,"F",3657,3657,150,34237,1000
"307",1997-08-07,"monthly","Plzen - mesto",1,0,NA,NA,NA,NA,NA,"F",NA,NA,35,74048,700
"308",1995-10-16,"monthly","Trebic",1,0,NA,NA,NA,NA,NA,"F",1284,1284,29,40581,400
"309",1997-04-25,"monthly","Ceske Budejovice",1,1,91248,1901,48,"current","F","T",1901,1901,42,59726,900
"311",1997-08-08,"monthly","Svitavy",2,0,NA,NA,NA,NA,NA,"F",4777,355,38,68833,800
"312",1996-01-03,"monthly","Usti nad Labem",1,0,NA,NA,NA,NA,NA,"F",7814,7814,80,74047,500
"313",1996-07-06,"monthly","Opava",2,0,NA,NA,NA,NA,NA,"F",2294,2294,61,27975,700
"314",1996-01-26,"after every transaction","Cesky Krumlov",2,0,66840,2785,24,"current","F","T",13691,2785,74,109016,700
"315",1997-12-08,"monthly","Jicin",1,0,NA,NA,NA,NA,NA,"F",3509,3509,7,24900,400
"316",1997-05-08,"monthly","Uherske Hradiste",1,0,NA,NA,NA,NA,NA,"F",NA,NA,69,70011,600
"317",1993-03-10,"monthly","Sumperk",1,0,NA,NA,NA,NA,NA,"F",3068,3068,141,43822,800
"318",1994-09-16,"monthly","Liberec",1,0,NA,NA,NA,NA,NA,"F",2858,2858,134,46629,200
"319",1995-10-17,"weekly","Pardubice",1,0,369000,6150,60,"current","F","T",6149.5,416,112,176869,700
"320",1997-01-23,"monthly","Pardubice",1,0,NA,NA,NA,NA,NA,"F",NA,NA,86,59073,800
"321",1993-11-11,"monthly","Pardubice",1,1,NA,NA,NA,NA,NA,"F",1876,1876,120,38693,1100
"322",1993-02-20,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",6550,6550,144,59676,1000
"323",1997-02-23,"monthly","Usti nad Orlici",2,0,NA,NA,NA,NA,NA,"F",3025,3025,41,36131,200
"324",1996-08-23,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",1785,284,53,40672,500
"325",1996-10-06,"monthly","Prerov",1,0,NA,NA,NA,NA,NA,"F",2741,2741,55,27579,300
"326",1997-08-06,"monthly","Trebic",1,1,NA,NA,NA,NA,NA,"F",1881,1567,35,26543,5376
"327",1993-06-02,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",3805,3252,143,82657,700
"328",1997-09-18,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",1287,1145,29,28582,600
"329",1996-10-19,"monthly","Beroun",1,0,NA,NA,NA,NA,NA,"F",3110,792,53,86907,1100
"330",1996-11-24,"monthly","Havlickuv Brod",2,0,331584,6908,48,"current","F","T",6908,6908,51,73943,400
"331",1995-10-02,"monthly","Znojmo",1,0,NA,NA,NA,NA,NA,"F",3528,3528,79,32991,1100
"332",1996-01-12,"monthly","Liberec",1,0,NA,NA,NA,NA,NA,"F",2385,2385,91,41712,300
"333",1996-12-23,"monthly","Opava",1,1,NA,NA,NA,NA,NA,"F",1634,72,45,23460,700
"334",1993-05-24,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",2374,1168,138,102027,500
"335",1996-01-20,"monthly","Ostrava - mesto",1,1,NA,NA,NA,NA,NA,"F",2697,2697,68,33757,1000
"336",1995-10-16,"monthly","Uherske Hradiste",1,0,NA,NA,NA,NA,NA,"F",4067,4067,78,66275,500
"337",1995-11-25,"monthly","Pelhrimov",2,0,NA,NA,NA,NA,NA,"F",NA,NA,82,136965,200
"338",1995-11-18,"monthly","Semily",1,0,NA,NA,NA,NA,NA,"F",2252,2252,80,27654,700
"339",1996-09-11,"weekly","Nachod",2,1,468060,7801,60,"current","F","T",7801.2,48,58,141114,400
"340",1993-11-03,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",917,901,125,47681,1000
"341",1996-11-19,"monthly","Plzen - sever",1,0,NA,NA,NA,NA,NA,"F",NA,NA,52,48204,600
"342",1996-10-13,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",2332,2332,49,24092,1000
"343",1994-04-26,"monthly","Pisek",1,0,NA,NA,NA,NA,NA,"F",2505,2505,132,32201,900
"344",1993-12-01,"monthly","Brno - mesto",1,0,100980,1683,60,"current","F","T",4739,1683,128,64600,600
"345",1993-11-20,"monthly","Kolin",1,0,NA,NA,NA,NA,NA,"F",8819,8819,132,84065,200
"346",1993-01-11,"monthly","Litomerice",1,0,NA,NA,NA,NA,NA,"F",7875,7875,146,91954,800
"347",1993-12-13,"monthly","Znojmo",1,1,187224,7801,24,"expired","F","T",7801.2,7801.2,150,142312,-2763
"348",1995-11-15,"monthly","Klatovy",1,0,NA,NA,NA,NA,NA,"F",NA,NA,76,79827,700
"349",1997-06-08,"monthly","Olomouc",2,0,42816,3568,12,"current","F","T",4660,3568,51,31617,1100
"350",1996-10-13,"monthly","Pardubice",1,0,NA,NA,NA,NA,NA,"F",3791,3791,51,30368,500
"351",1997-02-17,"monthly","Svitavy",1,0,NA,NA,NA,NA,NA,"F",NA,NA,77,62632,600
"352",1994-07-04,"monthly","Most",1,0,NA,NA,NA,NA,NA,"F",1992,1992,109,31554,200
"353",1995-08-30,"monthly","Karlovy Vary",1,0,NA,NA,NA,NA,NA,"F",2687,879,77,73820,1000
"354",1993-10-28,"monthly","Kromeriz",1,0,NA,NA,NA,NA,NA,"F",4771,4771,137,89881,700
"355",1996-02-01,"weekly","Uherske Hradiste",1,0,NA,NA,NA,NA,NA,"F",5012,2927,94,57831,600
"356",1996-03-12,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",4188,4188,68,79901,1000
"357",1996-03-10,"monthly","Strakonice",1,0,NA,NA,NA,NA,NA,"F",1788,280,63,25731,1000
"358",1993-12-09,"monthly","Pribram",1,1,NA,NA,NA,NA,NA,"F",1434,27,131,30149,600
"359",1994-12-11,"monthly","Praha - zapad",1,0,NA,NA,NA,NA,NA,"F",3544,3544,93,28564,400
"360",1996-05-14,"monthly","Ceska Lipa",1,0,NA,NA,NA,NA,NA,"F",NA,NA,63,82923,1100
"361",1993-02-27,"monthly","Trutnov",1,0,NA,NA,NA,NA,NA,"F",1941,1388,142,84469,600
"362",1993-04-04,"monthly","Cesky Krumlov",1,0,NA,NA,NA,NA,NA,"F",6001,68,170,61574,900
"363",1994-05-06,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,141,162310,1000
"364",1997-01-20,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",2221,2221,43,27809,1100
"365",1993-12-12,"monthly","Ostrava - mesto",1,1,NA,NA,NA,NA,NA,"F",11528,5,128,60311,200
"366",1996-10-23,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",3188,836,54,82335,200
"367",1997-05-09,"monthly","Cheb",1,0,NA,NA,NA,NA,NA,"F",6384,6384,42,65825,400
"368",1993-07-06,"monthly","Vsetin",1,0,NA,NA,NA,NA,NA,"F",4381,217,145,40685,1100
"370",1994-02-18,"monthly","Klatovy",1,1,NA,NA,NA,NA,NA,"F",1188,215,113,26589,700
"371",1996-08-02,"monthly","Pribram",1,0,NA,NA,NA,NA,NA,"F",NA,NA,77,72113,800
"372",1995-09-10,"monthly","Brno - venkov",1,0,NA,NA,NA,NA,NA,"F",7785,2148,83,71875,400
"373",1996-06-20,"monthly","Bruntal",1,0,NA,NA,NA,NA,NA,"F",6452,6452,75,70261,800
"374",1993-01-09,"monthly","Louny",1,1,NA,NA,NA,NA,NA,"F",NA,NA,150,92472,400
"375",1996-06-07,"monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,NA,"F",3824,3824,63,32838,1100
"376",1995-03-05,"monthly","Klatovy",1,0,NA,NA,NA,NA,NA,"F",7097,7097,93,78468,700
"377",1994-08-19,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",NA,NA,154,137194,-1109
"378",1996-07-22,"monthly","Frydek - Mistek",1,1,230400,3840,60,"current","F","T",8537,2,103,145352,15100
"379",1996-05-18,"monthly","Ceska Lipa",1,0,NA,NA,NA,NA,NA,"F",1561,177,74,25787,1100
"381",1993-07-04,"monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,NA,"F",NA,NA,141,51828,1000
"382",1996-08-16,"monthly","Ceske Budejovice",1,0,NA,NA,NA,NA,NA,"F",2235,14,53,29654,700
"383",1997-05-15,"monthly","Louny",1,0,NA,NA,NA,NA,NA,"F",2057,2057,36,18876,600
"384",1997-09-14,"weekly","Karlovy Vary",1,0,NA,NA,NA,NA,NA,"F",2304.1,2304.1,47,142445,1000
"385",1993-04-07,"monthly","Kolin",1,0,NA,NA,NA,NA,NA,"F",2160,31,139,31948,1000
"386",1997-08-11,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",4711,4711,36,82241,17757
"387",1997-09-19,"monthly","Olomouc",1,0,NA,NA,NA,NA,NA,"F",NA,NA,29,120922,200
"388",1995-02-11,"monthly","Kromeriz",1,0,NA,NA,NA,NA,NA,"F",6524,6524,117,106060,400
"389",1993-08-28,"monthly","Sokolov",1,0,NA,NA,NA,NA,NA,"F",3280,884,149,37757,300
"390",1996-02-16,"monthly","Chrudim",1,0,NA,NA,NA,NA,NA,"F",4977,4977,126,179943,400
"391",1993-12-11,"monthly","Liberec",1,0,NA,NA,NA,NA,NA,"F",NA,NA,217,85897,1100
"392",1996-07-14,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",5663,1407,69,64633,300
"393",1995-02-04,"monthly","Nachod",1,0,NA,NA,NA,NA,NA,"F",5920,302,96,83714,500
"395",1993-03-12,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",4036,828,140,78517,400
"396",1993-03-08,"monthly","Tabor",1,0,NA,NA,NA,NA,NA,"F",5245,68,140,82778,1000
"397",1993-10-26,"monthly","Praha - zapad",2,0,NA,NA,NA,NA,NA,"F",NA,NA,129,129548,400
"398",1997-10-24,"monthly","Jesenik",2,0,NA,NA,NA,NA,NA,"F",1702,1702,26,27530,300
"399",1996-08-27,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",6009,3090.5,67,154254,800
"400",1993-07-17,"monthly","Plzen - sever",1,0,NA,NA,NA,NA,NA,"F",6948,6948,135,78899,600
"401",1993-01-18,"monthly","Ceska Lipa",1,0,NA,NA,NA,NA,NA,"F",3600,1769,145,83581,300
"402",1997-09-14,"monthly","Frydek - Mistek",1,1,NA,NA,NA,NA,NA,"F",2211,2083,32,67638,800
"403",1993-07-29,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",2401,2401,128,79050,600
"404",1995-04-28,"monthly","Usti nad Labem",1,0,NA,NA,NA,NA,NA,"F",3450,1563,94,124186,300
"405",1997-03-13,"monthly","Brno - venkov",1,0,NA,NA,NA,NA,NA,"F",9632,1339,52,117964,-1893
"406",1996-09-03,"monthly","Vyskov",1,0,NA,NA,NA,NA,NA,"F",1800,264,57,23617,700
"407",1997-04-18,"weekly","Olomouc",1,0,NA,NA,NA,NA,NA,"F",5411,14,44,85266,400
"408",1993-07-21,"monthly","Usti nad Labem",1,0,NA,NA,NA,NA,NA,"F",5042,5042,137,101097,400
"409",1996-06-11,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",6810,6810,67,48825,600
"410",1996-10-15,"monthly","Semily",1,0,NA,NA,NA,NA,NA,"F",3825,3825,49,30371,200
"411",1993-02-05,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",8499,8499,147,87683,400
"412",1996-01-21,"monthly","Ostrava - mesto",2,0,NA,NA,NA,NA,NA,"F",8727,8727,90,124911,700
"413",1996-07-09,"monthly","Pisek",1,0,NA,NA,NA,NA,NA,"F",2107,2107,57,30344,200
"414",1996-01-29,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",7870,7870,73,65464,900
"415",1993-03-03,"monthly","Klatovy",1,0,NA,NA,NA,NA,NA,"F",8740,8740,150,55739,400
"416",1996-08-11,"monthly","Kutna Hora",1,0,NA,NA,NA,NA,NA,"F",987,982,53,29241,500
"417",1996-01-27,"monthly","Opava",1,0,NA,NA,NA,NA,NA,"F",NA,NA,86,142889,-1428
"418",1995-08-27,"monthly","Liberec",1,0,NA,NA,NA,NA,NA,"F",9316,9316,82,82569,700
"419",1993-10-25,"monthly","Rakovnik",1,0,NA,NA,NA,NA,NA,"F",NA,NA,143,36791,800
"420",1995-08-26,"monthly","Prerov",1,0,NA,NA,NA,NA,NA,"F",7192,7192,90,83571,500
"421",1997-11-27,"monthly","Prerov",1,0,NA,NA,NA,NA,NA,"F",5571,5571,28,35492,900
"422",1994-08-29,"weekly","Blansko",1,0,NA,NA,NA,NA,NA,"F",NA,NA,104,82324,400
"423",1993-03-28,"monthly","Pribram",1,0,NA,NA,NA,NA,NA,"F",1942,1942,135,24758,500
"424",1997-02-17,"monthly","Pribram",1,0,NA,NA,NA,NA,NA,"F",4591,4591,46,85964,1000
"425",1993-03-19,"monthly","Nymburk",1,1,NA,NA,NA,NA,NA,"F",2390,64,170,55872,400
"426",1993-11-29,"monthly","Hl.m. Praha",1,0,252060,4201,60,"current","T","T",7497,886,150,110028,-821
"427",1994-07-24,"monthly","Mlada Boleslav",2,0,NA,NA,NA,NA,NA,"F",8166,8166,112,97758,700
"428",1993-02-27,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",3987,3987,139,60774,200
"429",1995-09-03,"monthly","Vyskov",1,1,NA,NA,NA,NA,NA,"F",5286,5286,82,83196,700
"430",1995-09-02,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",NA,NA,62,64437,900
"431",1996-11-05,"monthly","Pisek",1,0,NA,NA,NA,NA,NA,"F",6482,715,54,66753,300
"432",1993-06-16,"monthly","Nachod",1,0,NA,NA,NA,NA,NA,"F",NA,NA,138,43330,500
"433",1993-06-12,"monthly","Strakonice",1,0,NA,NA,NA,NA,NA,"F",NA,NA,99,66578,500
"434",1996-12-24,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",5666,1637,50,38917,400
"435",1993-01-08,"monthly","Louny",1,0,NA,NA,NA,NA,NA,"F",3189,3189,139,34393,400
"436",1996-08-07,"monthly","Sokolov",2,0,NA,NA,NA,NA,NA,"F",4885,72,60,39908,500
"437",1993-12-03,"monthly","Hradec Kralove",2,0,NA,NA,NA,NA,NA,"F",3106,2248,134,146213,700
"438",1997-06-23,"monthly","Litomerice",1,1,NA,NA,NA,NA,NA,"F",NA,NA,19,63195,900
"439",1996-04-15,"monthly","Jesenik",1,1,NA,NA,NA,NA,NA,"F",NA,NA,82,69888,300
"440",1996-12-22,"monthly","Rokycany",1,0,84288,1756,48,"current","F","T",5825,1756,52,73640,500
"441",1993-12-17,"weekly","Plzen - jih",2,1,NA,NA,NA,NA,NA,"F",4473,765,129,165654,900
"442",1997-03-30,"monthly","Brno - mesto",1,0,357840,7455,48,"current","T","T",7455,2068,35,94705,-543
"443",1993-01-28,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",1508,67,139,28823,500
"444",1996-05-09,"monthly","Plzen - mesto",1,0,NA,NA,NA,NA,NA,"F",4469,4469,77,50141,1100
"445",1993-07-29,"weekly","Vyskov",1,0,NA,NA,NA,NA,NA,"F",7567,3998,135,69411,1100
"446",1993-06-15,"monthly","Svitavy",1,0,NA,NA,NA,NA,NA,"F",6941,6941,133,90601,1100
"447",1996-08-14,"monthly","Kolin",1,1,NA,NA,NA,NA,NA,"F",5554,554,57,84666,1100
"449",1994-11-22,"monthly","Prachatice",2,0,NA,NA,NA,NA,NA,"F",1789,164,95,29835,900
"450",1996-05-28,"monthly","Kromeriz",1,0,NA,NA,NA,NA,NA,"F",2404,2404,59,25089,1100
"451",1994-05-05,"monthly","Praha - zapad",1,1,NA,NA,NA,NA,NA,"F",7208,7208,74,31069,700
"452",1995-11-29,"monthly","Vyskov",1,0,NA,NA,NA,NA,NA,"F",5058,375,87,144004,800
"453",1997-04-24,"monthly","Prerov",1,1,NA,NA,NA,NA,NA,"F",7012,7012,42,95991,1100
"454",1995-05-07,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",5687,5687,109,48659,700
"455",1995-04-23,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",8339,8339,96,45767,500
"456",1993-01-21,"monthly","Semily",1,0,NA,NA,NA,NA,NA,"F",4783.1,4783.1,143,139482,700
"458",1995-06-16,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",9586,1031,87,73613,1100
"459",1993-01-21,"monthly","Pardubice",1,0,NA,NA,NA,NA,NA,"F",NA,NA,22,26500,1000
"460",1994-04-18,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",3554,3554,110,48777,1100
"461",1993-02-18,"monthly","Sokolov",2,0,NA,NA,NA,NA,NA,"F",1530,1530,138,76944,600
"462",1993-11-10,"monthly","Rokycany",1,0,NA,NA,NA,NA,NA,"F",8325,8325,126,76411,400
"463",1995-05-08,"monthly","Trutnov",1,0,NA,NA,NA,NA,NA,"F",6385,6385,90,118528,700
"464",1997-05-28,"monthly","Hradec Kralove",1,1,NA,NA,NA,NA,NA,"F",3509,3509,35,28720,600
"465",1993-02-04,"monthly","Ceska Lipa",1,0,NA,NA,NA,NA,NA,"F",11126,1278.5,168,52628,700
"466",1996-02-18,"monthly","Novy Jicin",1,1,NA,NA,NA,NA,NA,"F",NA,NA,25,62100,500
"467",1993-09-24,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",3937,2895,144,45587,500
"468",1996-03-19,"monthly","Semily",1,1,NA,NA,NA,NA,NA,"F",3735,499,68,95806,400
"469",1997-07-14,"monthly","Olomouc",2,1,NA,NA,NA,NA,NA,"F",2672,2672,39,33872,600
"470",1994-03-23,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",3568,630,134,47968,600
"471",1995-06-07,"monthly","Pardubice",2,1,NA,NA,NA,NA,NA,"F",4695,202,99,58992,1100
"472",1996-10-11,"monthly","Mlada Boleslav",1,0,196800,8200,24,"current","T","T",8200.2,8200.2,54,130885,-2756
"473",1996-10-20,"monthly","Opava",1,1,NA,NA,NA,NA,NA,"F",4237,75,54,47723,1100
"474",1995-12-06,"monthly","Trebic",1,1,NA,NA,NA,NA,NA,"F",1606,694,91,35171,900
"475",1997-05-11,"monthly","Beroun",2,0,NA,NA,NA,NA,NA,"F",2760,2760,35,23385,200
"476",1997-04-11,"monthly","Jesenik",1,0,NA,NA,NA,NA,NA,"F",NA,NA,10,24000,1000
"477",1993-01-25,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",2660,254,144,64306,1000
"478",1994-07-16,"monthly","Jihlava",2,0,NA,NA,NA,NA,NA,"F",8137,8137,108,93238,400
"479",1995-11-05,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",2064,2064,71,19226,1100
"480",1997-01-21,"monthly","Cheb",1,0,NA,NA,NA,NA,NA,"F",4687,827,47,80464,500
"481",1996-04-23,"monthly","Olomouc",1,0,NA,NA,NA,NA,NA,"F",1825,64,62,60763,700
"483",1997-07-15,"monthly","Karvina",1,1,NA,NA,NA,NA,NA,"F",1940,1940,31,20745,1000
"484",1995-01-20,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",1995,108,99,43780,600
"485",1993-01-04,"after every transaction","Kutna Hora",1,0,NA,NA,NA,NA,NA,"F",7421,1591,195,154121,300
"486",1995-11-21,"monthly","Decin",1,0,NA,NA,NA,NA,NA,"F",NA,NA,99,105292,900
"487",1995-11-14,"monthly","Teplice",2,1,NA,NA,NA,NA,NA,"F",10684,10684,84,129719,785
"488",1996-06-20,"monthly","Klatovy",1,0,NA,NA,NA,NA,NA,"F",NA,NA,23,50700,1000
"489",1993-05-17,"monthly","Jindrichuv Hradec",1,1,NA,NA,NA,NA,NA,"F",5608,5608,137,56943,900
"490",1995-05-23,"monthly","Jicin",1,1,NA,NA,NA,NA,NA,"F",2042,2042,83,20057,500
"491",1996-05-12,"monthly","Chrudim",1,0,NA,NA,NA,NA,NA,"F",9090,9090,63,70094,600
"492",1993-10-10,"monthly","Kolin",1,0,NA,NA,NA,NA,NA,"F",NA,NA,135,41383,-45
"493",1994-04-05,"monthly","Plzen - mesto",1,1,NA,NA,NA,NA,NA,"F",NA,NA,116,77240,800
"494",1993-03-11,"monthly","Prostejov",1,0,NA,NA,NA,NA,NA,"F",8728,207,162,129674,400
"496",1993-02-26,"monthly","Jesenik",1,1,NA,NA,NA,NA,NA,"F",3602,3602,173,43822,800
"497",1993-04-15,"monthly","Brno - venkov",1,1,NA,NA,NA,NA,NA,"F",3405,3405,138,86567,1000
"498",1993-11-21,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",NA,NA,130,122852,1000
"500",1996-04-27,"monthly","Breclav",2,0,NA,NA,NA,NA,NA,"F",3267,539,75,177018,400
"501",1995-10-21,"monthly","Rakovnik",1,0,262980,4383,60,"current","F","T",4382.7,4382.7,95,151036,900
"502",1997-10-13,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",2498,2498,36,34976,600
"503",1996-08-08,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",7175,1746,60,62705,700
"504",1993-04-21,"monthly","Opava",1,1,NA,NA,NA,NA,NA,"F",2308,2308,133,36945,1100
"505",1996-12-16,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",2203,18,45,20105,300
"506",1996-07-08,"monthly","Bruntal",1,0,NA,NA,NA,NA,NA,"F",3011,107,63,78626,400
"507",1996-06-17,"monthly","Usti nad Orlici",1,0,NA,NA,NA,NA,NA,"F",NA,NA,63,34828,-17036
"508",1996-11-19,"monthly","Ostrava - mesto",1,1,NA,NA,NA,NA,NA,"F",2480,2480,64,38801,600
